player_name,season,team,matches,total_legal_balls,total_overs,total_runs_conceded,total_wickets,total_wides,total_no_balls,total_dot_balls,five_wicket_hauls,three_plus_wickets,best_bowling_wickets,total_pp_wickets,total_death_wickets,total_pp_runs_conceded,total_middle_runs_conceded,total_death_runs_conceded,season_economy,season_dot_pct,bowling_average,bowling_strike_rate
DJ Hussey,2009,Kolkata Knight Riders,3,24,4.0,34,1,1,0,7,0,0,1,0,0,10,24,0,8.5,28.0,34.0,24.0
Jaskaran Singh,2009,Sunrisers Hyderabad,1,18,3.0,32,0,1,0,8,0,0,0,0,0,0,16,16,10.67,42.11,,
RR Bose,2009,Punjab Kings,1,12,2.0,24,0,0,0,5,0,0,0,0,0,24,0,0,12.0,41.67,,
V Kohli,2009,Royal Challengers Bengaluru,3,36,6.0,46,0,3,0,10,0,0,0,0,0,0,46,0,7.67,25.64,,
AB McDonald,2009,Delhi Capitals,1,18,3.0,22,0,0,0,2,0,0,0,0,0,0,22,0,7.33,11.11,,
AS Raut,2009,Rajasthan Royals,4,24,4.0,37,0,0,0,4,0,0,0,0,0,0,24,13,9.25,16.67,,
K Goel,2009,Punjab Kings,4,48,8.0,62,0,1,0,16,0,0,0,0,0,0,62,0,7.75,32.65,,
RA Shaikh,2009,Mumbai Indians,1,6,1.0,11,0,0,0,1,0,0,0,0,0,11,0,0,11.0,16.67,,
SR Tendulkar,2009,Mumbai Indians,4,36,6.0,59,0,1,0,4,0,0,0,0,0,0,40,19,9.83,10.81,,
AD Mathews,2009,Kolkata Knight Riders,1,14,2.3,32,0,1,0,2,0,0,0,0,0,9,16,7,13.71,13.33,,
RS Bopara,2009,Punjab Kings,2,8,1.3,5,0,0,0,3,0,0,0,0,0,0,5,0,3.75,37.5,,
TM Dilshan,2009,Delhi Capitals,8,96,16.0,99,0,0,0,33,0,0,0,0,0,3,96,0,6.19,34.38,,
MK Tiwary,2009,Delhi Capitals,1,6,1.0,11,0,0,0,0,0,0,0,0,0,0,11,0,11.0,0.0,,
A Mithun,2009,Royal Challengers Bengaluru,1,24,4.0,42,0,3,0,7,0,0,0,0,0,13,15,14,10.5,25.93,,
V Sehwag,2009,Delhi Capitals,1,6,1.0,25,0,0,1,1,0,0,0,0,0,25,0,0,25.0,14.29,,
LRPL Taylor,2009,Royal Challengers Bengaluru,1,6,1.0,13,0,1,0,0,0,0,0,0,0,0,13,0,13.0,0.0,,
PP Ojha,2010,Sunrisers Hyderabad,16,353,58.8,439,22,6,1,133,0,1,3,2,3,28,334,77,7.46,36.94,19.95,16.05
Harbhajan Singh,2010,Mumbai Indians,14,321,53.5,385,20,12,1,102,0,2,3,3,4,96,237,52,7.2,30.54,19.25,16.05
A Mishra,2010,Delhi Capitals,14,318,53.0,371,20,8,3,131,0,2,4,5,4,69,227,75,7.0,39.82,18.55,15.9
A Kumble,2010,Royal Challengers Bengaluru,16,380,63.3,422,19,4,5,151,1,2,5,1,8,45,295,82,6.66,38.82,22.21,20.0
R Vinay Kumar,2010,Royal Challengers Bengaluru,14,277,46.2,404,19,5,2,101,1,3,5,4,6,99,140,165,8.75,35.56,21.26,14.58
Z Khan,2010,Mumbai Indians,14,290,48.3,388,18,4,1,107,0,3,3,6,9,190,59,139,8.03,36.27,21.56,16.11
IK Pathan,2010,Punjab Kings,14,278,46.3,435,17,12,0,98,0,2,3,3,10,159,106,170,9.39,33.79,25.59,16.35
KA Pollard,2010,Mumbai Indians,12,222,37.0,276,17,10,1,58,0,2,4,0,3,22,199,55,7.46,24.89,16.24,13.06
DW Steyn,2010,Royal Challengers Bengaluru,15,354,59.0,415,17,28,0,164,0,3,3,7,6,204,96,115,7.03,42.93,24.41,20.82
SL Malinga,2010,Mumbai Indians,13,294,49.0,360,17,16,0,116,0,3,4,6,10,144,81,135,7.35,37.42,21.18,17.29
SB Jakati,2010,Chennai Super Kings,11,228,38.0,300,15,4,0,82,0,1,3,0,4,2,240,58,7.89,35.34,20.0,15.2
M Muralitharan,2010,Chennai Super Kings,12,288,48.0,346,15,14,0,121,0,2,3,0,7,24,237,85,7.21,40.07,23.07,19.2
JH Kallis,2010,Royal Challengers Bengaluru,16,342,57.0,484,15,7,1,118,0,1,3,5,5,119,224,141,8.49,33.71,32.27,22.8
RJ Harris,2010,Sunrisers Hyderabad,8,184,30.7,239,15,11,0,81,0,3,3,5,9,80,32,127,7.79,41.54,15.93,12.27
R Ashwin,2010,Chennai Super Kings,12,288,48.0,308,14,9,0,124,0,1,3,8,1,115,106,87,6.42,41.75,22.0,20.57
RP Singh,2010,Sunrisers Hyderabad,12,252,42.0,385,14,14,0,98,0,2,3,3,8,172,46,167,9.17,36.84,27.5,18.0
JA Morkel,2010,Chennai Super Kings,14,286,47.7,410,14,9,0,97,0,1,3,4,7,164,143,103,8.6,32.88,29.29,20.43
DE Bollinger,2010,Chennai Super Kings,8,186,31.0,213,13,6,1,94,0,1,4,6,7,100,0,113,6.87,48.7,16.38,14.31
PP Chawla,2010,Punjab Kings,14,294,49.0,371,13,2,0,94,0,1,3,2,3,34,272,65,7.57,31.76,28.54,22.62
SK Trivedi,2010,Rajasthan Royals,10,213,35.5,266,13,4,1,69,0,1,4,1,5,20,157,89,7.49,31.65,20.46,16.38
A Symonds,2010,Sunrisers Hyderabad,16,318,53.0,385,13,7,0,106,0,1,3,3,4,82,194,109,7.26,32.62,29.62,24.46
AB Dinda,2010,Kolkata Knight Riders,7,139,23.2,155,12,5,0,64,0,2,3,3,5,102,30,23,6.69,44.44,12.92,11.58
P Kumar,2010,Royal Challengers Bengaluru,12,270,45.0,392,12,18,0,109,0,1,3,4,8,210,21,161,8.71,37.85,32.67,22.5
SW Tait,2010,Rajasthan Royals,8,187,31.2,274,12,17,1,70,0,2,4,2,9,112,55,107,8.79,34.15,22.83,15.58
SK Warne,2010,Rajasthan Royals,14,300,50.0,389,12,5,0,93,0,1,4,0,3,24,318,47,7.78,30.49,32.42,25.0
WPUJC Vaas,2010,Sunrisers Hyderabad,6,132,22.0,147,11,1,0,63,0,2,3,9,2,79,42,26,6.68,47.37,13.36,12.0
DP Nannes,2010,Delhi Capitals,9,206,34.3,235,11,10,2,89,0,0,2,4,7,94,36,105,6.84,40.83,21.36,18.73
M Kartik,2010,Kolkata Knight Riders,10,234,39.0,261,10,3,1,77,0,0,2,3,3,41,153,67,6.69,32.35,26.1,23.4
L Balaji,2010,Chennai Super Kings,7,140,23.3,214,10,6,1,50,0,1,3,3,5,67,66,81,9.17,34.01,21.4,14.0
MF Maharoof,2010,Delhi Capitals,7,144,24.0,210,10,4,1,54,0,2,3,8,2,152,20,38,8.75,36.24,21.0,14.4
Harmeet Singh,2010,Sunrisers Hyderabad,8,144,24.0,177,10,7,0,59,0,1,3,2,6,55,77,45,7.38,39.07,17.7,14.4
PJ Sangwan,2010,Delhi Capitals,8,186,31.0,260,9,11,2,70,0,1,3,0,2,76,132,52,8.39,35.18,28.89,20.67
SE Bond,2010,Kolkata Knight Riders,8,186,31.0,225,9,5,0,75,0,0,2,4,2,95,43,87,7.26,39.27,25.0,20.67
AB McDonald,2010,Delhi Capitals,4,84,14.0,138,8,1,0,21,0,2,4,2,3,38,50,50,9.86,24.71,17.25,10.5
UT Yadav,2010,Delhi Capitals,7,144,24.0,192,8,6,2,55,0,1,3,1,3,61,83,48,8.0,36.18,24.0,18.0
AD Mathews,2010,Kolkata Knight Riders,12,225,37.5,317,8,4,1,58,0,1,4,1,3,36,234,47,8.45,25.22,39.63,28.13
J Theron,2010,Punjab Kings,7,144,24.0,195,7,8,1,44,0,1,3,0,3,59,50,86,8.13,28.76,27.86,20.57
SK Raina,2010,Chennai Super Kings,12,143,23.8,181,7,4,0,40,0,0,2,0,1,0,123,58,7.59,27.21,25.86,20.43
CRD Fernando,2010,Mumbai Indians,5,114,19.0,142,7,4,3,50,0,0,2,2,2,70,35,37,7.47,41.32,20.29,16.29
T Thushara,2010,Chennai Super Kings,4,87,14.5,103,7,5,2,38,0,1,4,1,5,25,20,58,7.1,40.43,14.71,12.43
SR Watson,2010,Rajasthan Royals,6,132,22.0,185,7,7,0,61,0,2,3,4,3,88,19,78,8.41,43.88,26.43,18.86
I Sharma,2010,Kolkata Knight Riders,7,150,25.0,242,7,9,1,54,0,0,2,2,3,127,24,91,9.68,33.75,34.57,21.43
R Sharma,2010,Sunrisers Hyderabad,6,124,20.7,170,6,2,0,40,0,0,2,0,0,3,114,53,8.23,31.75,28.33,20.67
Jaskaran Singh,2010,Sunrisers Hyderabad,6,84,14.0,142,6,4,4,31,0,0,2,2,3,53,30,59,10.14,33.7,23.67,14.0
S Narwal,2010,Rajasthan Royals,5,94,15.7,186,6,5,0,31,0,1,4,4,2,89,38,59,11.87,31.31,31.0,15.67
YK Pathan,2010,Rajasthan Royals,11,204,34.0,254,6,10,0,60,0,0,2,2,2,99,129,26,7.47,28.04,42.33,34.0
SJ Srivastava,2010,Punjab Kings,8,162,27.0,257,6,16,0,54,0,0,2,4,1,131,84,42,9.52,30.34,42.83,27.0
Yuvraj Singh,2010,Punjab Kings,10,138,23.0,155,6,1,0,45,0,1,3,0,2,0,123,32,6.74,32.37,25.83,23.0
A Nehra,2010,Delhi Capitals,4,84,14.0,102,6,1,0,37,0,1,3,3,3,59,0,43,7.29,43.53,17.0,14.0
AP Dole,2010,Rajasthan Royals,3,66,11.0,114,5,6,1,20,0,0,2,2,1,62,30,22,10.36,27.4,22.8,13.2
RS Bopara,2010,Punjab Kings,5,78,13.0,132,5,4,0,21,0,1,3,0,2,0,98,34,10.15,25.61,26.4,15.6
S Sreesanth,2010,Punjab Kings,6,114,19.0,191,5,7,7,44,0,0,2,4,1,119,55,17,10.05,34.38,38.2,22.8
PD Collingwood,2010,Delhi Capitals,6,89,14.8,101,5,1,0,24,0,0,2,0,3,0,80,21,6.81,26.67,20.2,17.8
R McLaren,2010,Mumbai Indians,10,204,34.0,281,5,10,1,69,0,0,2,2,2,127,82,72,8.26,32.09,56.2,40.8
MM Patel,2010,Rajasthan Royals,4,78,13.0,118,5,0,0,31,0,0,2,0,2,89,19,10,9.08,39.74,23.6,15.6
CK Langeveldt,2010,Kolkata Knight Riders,3,66,11.0,92,5,4,0,26,0,0,2,2,2,52,6,34,8.36,37.14,18.4,13.2
L Ablish,2010,Punjab Kings,2,24,4.0,37,5,3,0,7,0,1,3,1,4,26,0,11,9.25,25.93,7.4,4.8
DJ Bravo,2010,Mumbai Indians,10,157,26.2,231,5,5,0,48,0,0,2,1,0,59,139,33,8.83,29.63,46.2,31.4
CH Gayle,2010,Kolkata Knight Riders,6,96,16.0,153,4,6,0,29,0,0,1,2,1,89,33,31,9.56,28.43,38.25,24.0
S Ladda,2010,Delhi Capitals,5,90,15.0,144,4,2,0,34,0,0,2,1,3,21,65,58,9.6,36.96,36.0,22.5
AB Agarkar,2010,Kolkata Knight Riders,7,132,22.0,207,4,3,1,40,0,0,2,2,0,59,109,39,9.41,29.41,51.75,33.0
AD Mascarenhas,2010,Rajasthan Royals,2,48,8.0,66,4,0,0,16,0,0,2,2,0,41,25,0,8.25,33.33,16.5,12.0
JD Unadkat,2010,Kolkata Knight Riders,3,62,10.3,85,4,0,0,20,0,1,3,0,1,45,17,23,8.23,32.26,21.25,15.5
Bipul Sharma,2010,Punjab Kings,4,60,10.0,94,4,0,0,14,0,0,2,0,1,0,49,45,9.4,23.33,23.5,15.0
RR Powar,2010,Punjab Kings,7,138,23.0,163,4,5,1,62,0,0,2,3,0,74,86,3,7.09,43.06,40.75,34.5
AG Murtaza,2010,Mumbai Indians,3,72,12.0,93,4,1,0,23,0,1,3,1,0,7,64,22,7.75,31.51,23.25,18.0
Kamran Khan,2010,Rajasthan Royals,3,36,6.0,53,4,2,0,18,0,0,2,3,0,42,11,0,8.83,47.37,13.25,9.0
ST Jayasuriya,2010,Mumbai Indians,4,54,9.0,68,3,1,0,19,0,1,3,0,0,0,48,20,7.56,34.55,22.67,18.0
TM Dilshan,2010,Delhi Capitals,4,49,8.2,70,3,0,0,18,0,0,1,0,1,0,48,22,8.57,36.73,23.33,16.33
JM Kemp,2010,Chennai Super Kings,5,44,7.3,58,3,3,0,15,0,1,3,0,0,0,57,1,7.91,31.91,19.33,14.67
A Uniyal,2010,Rajasthan Royals,2,36,6.0,67,3,2,0,8,0,1,3,1,2,22,18,27,11.17,21.05,22.33,12.0
V Sehwag,2010,Delhi Capitals,3,34,5.7,23,3,0,0,18,0,0,2,0,1,0,21,2,4.06,52.94,7.67,11.33
KP Pietersen,2010,Royal Challengers Bengaluru,6,60,10.0,77,3,0,0,18,0,0,1,0,1,0,67,10,7.7,30.0,25.67,20.0
KP Appanna,2010,Royal Challengers Bengaluru,2,42,7.0,51,3,1,0,15,0,0,2,0,0,0,38,13,7.29,34.88,17.0,14.0
R Sathish,2010,Mumbai Indians,4,48,8.0,81,3,3,0,14,0,0,2,0,1,0,60,21,10.13,27.45,27.0,16.0
DL Vettori,2010,Delhi Capitals,3,70,11.7,98,3,2,0,21,0,0,2,0,1,25,40,33,8.4,29.17,32.67,23.33
LR Shukla,2010,Kolkata Knight Riders,4,72,12.0,108,3,0,0,19,0,0,1,0,1,25,45,38,9.0,26.39,36.0,24.0
R Bhatia,2010,Delhi Capitals,5,96,16.0,136,3,2,0,23,0,0,1,0,0,25,103,8,8.5,23.47,45.33,32.0
RE van der Merwe,2010,Royal Challengers Bengaluru,1,24,4.0,27,2,3,0,8,0,0,2,0,0,0,27,0,6.75,29.63,13.5,12.0
Iqbal Abdulla,2010,Kolkata Knight Riders,3,51,8.5,62,2,0,0,18,0,0,2,0,2,0,51,11,7.29,35.29,31.0,25.5
MR Marsh,2010,Sunrisers Hyderabad,3,60,10.0,89,2,3,1,24,0,0,1,1,1,40,17,32,8.9,37.5,44.5,30.0
Joginder Sharma,2010,Chennai Super Kings,3,48,8.0,89,2,1,2,14,0,0,1,0,1,39,30,20,11.13,27.45,44.5,24.0
RG Sharma,2010,Sunrisers Hyderabad,9,114,19.0,159,2,5,0,32,0,0,1,0,1,57,78,24,8.37,26.89,79.5,57.0
BJ Hodge,2010,Kolkata Knight Riders,4,30,5.0,41,2,0,0,8,0,0,1,0,0,0,41,0,8.2,26.67,20.5,15.0
BAW Mendis,2010,Kolkata Knight Riders,2,48,8.0,68,2,2,0,12,0,0,2,0,1,5,37,26,8.5,24.0,34.0,24.0
Pankaj Singh,2010,Royal Challengers Bengaluru,2,48,8.0,83,2,3,0,21,0,0,2,1,0,14,57,12,10.38,41.18,41.5,24.0
MK Tiwary,2010,Kolkata Knight Riders,1,6,1.0,11,1,1,0,2,0,0,1,0,1,0,0,11,11.0,28.57,11.0,6.0
MC Henriques,2010,Delhi Capitals,1,24,4.0,35,1,0,0,10,0,0,1,0,0,0,12,23,8.75,41.67,35.0,24.0
YA Abdulla,2010,Punjab Kings,2,41,6.8,67,1,1,0,13,0,0,1,0,0,11,32,24,9.8,30.95,67.0,41.0
S Tyagi,2010,Chennai Super Kings,6,95,15.8,161,1,5,2,34,0,0,1,0,0,91,38,32,10.17,33.33,161.0,95.0
DR Smith,2010,Sunrisers Hyderabad,2,23,3.8,36,1,0,0,6,0,0,1,0,1,24,5,7,9.39,26.09,36.0,23.0
A Mithun,2010,Royal Challengers Bengaluru,1,18,3.0,39,1,1,1,2,0,0,1,1,0,13,7,19,13.0,10.0,39.0,18.0
JP Duminy,2010,Mumbai Indians,2,33,5.5,37,1,0,0,13,0,0,1,0,0,0,31,6,6.73,39.39,37.0,33.0
ND Doshi,2010,Royal Challengers Bengaluru,1,24,4.0,17,1,1,0,14,0,0,1,0,1,0,16,1,4.25,56.0,17.0,24.0
FY Fazal,2010,Rajasthan Royals,2,12,2.0,20,1,0,0,1,0,0,1,0,1,0,0,20,10.0,8.33,20.0,12.0
DS Kulkarni,2010,Mumbai Indians,1,24,4.0,40,1,1,0,10,0,0,1,1,0,28,0,12,10.0,40.0,40.0,24.0
AC Voges,2010,Rajasthan Royals,7,54,9.0,76,1,2,0,15,0,0,1,0,0,26,45,5,8.44,26.79,76.0,54.0
VY Mahesh,2010,Delhi Capitals,1,18,3.0,23,1,1,0,5,0,0,1,0,1,0,22,1,7.67,26.32,23.0,18.0
Y Nagar,2010,Delhi Capitals,1,18,3.0,28,1,0,0,7,0,0,1,0,0,10,18,0,9.33,38.89,28.0,18.0
VS Malik,2010,Punjab Kings,3,43,7.2,66,1,2,1,16,0,0,1,0,0,22,40,4,9.21,34.78,66.0,43.0
SB Wagh,2010,Rajasthan Royals,1,6,1.0,16,1,0,0,2,0,0,1,1,0,16,0,0,16.0,33.33,16.0,6.0
MS Gony,2010,Chennai Super Kings,3,48,8.0,92,1,3,0,17,0,0,1,1,0,81,11,0,11.5,33.33,92.0,48.0
K Goel,2010,Punjab Kings,1,6,1.0,7,0,0,0,1,0,0,0,0,0,0,7,0,7.0,16.67,,
AJ Finch,2010,Rajasthan Royals,1,7,1.2,5,0,0,0,3,0,0,0,0,0,0,4,1,4.29,42.86,,
KAJ Roach,2010,Sunrisers Hyderabad,2,48,8.0,80,0,3,1,20,0,0,0,0,0,20,16,44,10.0,38.46,,
CL White,2010,Royal Challengers Bengaluru,1,6,1.0,19,0,1,0,2,0,0,0,0,0,0,19,0,19.0,28.57,,
B Lee,2010,Punjab Kings,4,87,14.5,154,0,3,1,20,0,0,0,0,0,63,18,73,10.62,21.98,,
C Ganapathy,2010,Chennai Super Kings,1,6,1.0,13,0,0,0,1,0,0,0,0,0,0,13,0,13.0,16.67,,
B Akhil,2010,Royal Challengers Bengaluru,1,6,1.0,6,0,0,0,3,0,0,0,0,0,0,6,0,6.0,50.0,,
S Sriram,2010,Royal Challengers Bengaluru,1,12,2.0,24,0,0,0,2,0,0,0,0,0,0,24,0,12.0,16.67,,
NLTC Perera,2010,Chennai Super Kings,1,6,1.0,19,0,0,0,0,0,0,0,0,0,0,0,19,19.0,0.0,,
M Morkel,2010,Rajasthan Royals,2,42,7.0,66,0,4,0,15,0,0,0,0,0,33,20,13,9.43,32.61,,
V Kohli,2010,Royal Challengers Bengaluru,4,32,5.3,51,0,0,1,7,0,0,0,0,0,0,50,1,9.56,21.21,,
AN Ahmed,2010,Mumbai Indians,1,12,2.0,26,0,2,0,3,0,0,0,0,0,0,26,0,13.0,21.43,,
VRV Singh,2010,Punjab Kings,1,18,3.0,41,0,2,1,4,0,0,0,0,0,12,14,15,13.67,19.05,,
SC Ganguly,2010,Kolkata Knight Riders,3,24,4.0,43,0,1,0,2,0,0,0,0,0,13,30,0,10.75,8.0,,
TL Suman,2010,Sunrisers Hyderabad,2,12,2.0,24,0,0,1,2,0,0,0,0,0,0,8,16,12.0,15.38,,
AA Jhunjhunwala,2010,Rajasthan Royals,5,37,6.2,69,0,2,0,12,0,0,0,0,0,22,45,2,11.19,30.77,,
Y Venugopal Rao,2010,Sunrisers Hyderabad,1,6,1.0,10,0,0,0,1,0,0,0,0,0,0,10,0,10.0,16.67,,
RS Gavaskar,2010,Kolkata Knight Riders,1,6,1.0,8,0,0,0,2,0,0,0,0,0,0,0,8,8.0,33.33,,
MB Parmar,2010,Kolkata Knight Riders,1,18,3.0,33,0,1,0,4,0,0,0,0,0,14,19,0,11.0,21.05,,
STR Binny,2010,Mumbai Indians,1,6,1.0,9,0,0,0,0,0,0,0,0,0,0,9,0,9.0,0.0,,
DJ Hussey,2010,Kolkata Knight Riders,5,60,10.0,81,0,0,0,13,0,0,0,0,0,6,75,0,8.1,21.67,,
SL Malinga,2011,Mumbai Indians,16,378,63.0,393,30,16,3,183,1,4,5,7,16,131,106,156,6.24,46.1,13.1,12.6
MM Patel,2011,Mumbai Indians,15,326,54.3,377,22,3,0,145,1,3,5,10,8,151,99,127,6.94,44.07,17.14,14.82
S Aravind,2011,Royal Challengers Bengaluru,13,276,46.0,377,22,12,0,115,0,3,4,8,11,164,101,112,8.2,39.93,17.14,12.55
R Ashwin,2011,Chennai Super Kings,16,378,63.0,398,21,7,0,157,0,2,3,12,3,166,116,116,6.32,40.78,18.95,18.0
DE Bollinger,2011,Chennai Super Kings,13,282,47.0,343,20,11,1,114,0,4,3,4,14,187,12,144,7.3,38.78,17.15,14.1
A Mishra,2011,Sunrisers Hyderabad,14,320,53.3,369,19,2,2,130,0,1,4,0,8,15,228,126,6.92,40.12,19.42,16.84
Iqbal Abdulla,2011,Kolkata Knight Riders,15,300,50.0,313,18,5,0,131,0,3,3,9,1,110,147,56,6.26,42.95,17.39,16.67
R Vinay Kumar,2011,Kochi Tuskers Kerala,13,268,44.7,345,17,10,0,103,0,3,3,5,8,92,136,117,7.72,37.05,20.29,15.76
RJ Harris,2011,Punjab Kings,13,282,47.0,401,17,13,0,111,0,2,3,4,11,159,70,172,8.53,37.63,23.59,16.59
R Sharma,2011,Pune Warriors,14,300,50.0,278,17,2,0,128,0,1,3,1,4,32,191,55,5.56,42.38,16.35,17.65
PP Chawla,2011,Punjab Kings,12,248,41.3,340,16,5,0,93,0,2,4,0,3,12,272,56,8.23,36.76,21.25,15.5
Harbhajan Singh,2011,Mumbai Indians,15,318,53.0,373,16,10,0,127,1,2,5,6,8,119,181,73,7.04,38.72,23.31,19.88
JA Morkel,2011,Chennai Super Kings,14,270,45.0,390,16,9,1,102,0,2,4,6,7,245,67,78,8.67,36.43,24.38,16.88
RP Singh,2011,Kochi Tuskers Kerala,14,300,50.0,365,15,14,0,135,0,1,4,8,3,225,72,68,7.3,42.99,24.33,20.0
Z Khan,2011,Royal Challengers Bengaluru,15,354,59.0,465,15,19,0,141,0,1,3,7,7,227,64,174,7.88,37.8,31.0,23.6
M Morkel,2011,Delhi Capitals,11,258,43.0,336,14,12,4,115,0,2,3,4,8,174,80,82,7.81,41.97,24.0,18.43
DW Steyn,2011,Sunrisers Hyderabad,12,273,45.5,304,14,9,4,134,0,2,3,6,7,139,45,120,6.68,46.85,21.71,19.5
SK Warne,2011,Rajasthan Royals,12,282,47.0,298,14,4,0,117,0,1,3,0,3,31,234,33,6.34,40.91,21.29,20.14
KA Pollard,2011,Mumbai Indians,16,255,42.5,367,13,13,2,73,0,0,2,1,4,22,269,76,8.64,27.04,28.23,19.62
IK Pathan,2011,Delhi Capitals,13,275,45.8,353,13,12,1,124,0,1,3,7,2,186,68,99,7.7,43.06,27.15,21.15
YK Pathan,2011,Kolkata Knight Riders,14,234,39.0,244,13,7,0,93,0,1,3,3,0,60,174,10,6.26,38.59,18.77,18.0
SK Trivedi,2011,Rajasthan Royals,12,214,35.7,307,13,7,3,66,0,3,4,1,9,70,141,96,8.61,29.46,23.62,16.46
DL Vettori,2011,Royal Challengers Bengaluru,13,310,51.7,315,13,2,0,119,0,1,3,2,3,48,202,65,6.1,38.14,24.23,23.85
L Balaji,2011,Kolkata Knight Riders,14,266,44.3,383,13,14,2,89,0,1,3,3,5,124,101,158,8.64,31.56,29.46,20.46
PP Ojha,2011,Sunrisers Hyderabad,10,221,36.8,281,12,3,0,86,0,2,4,1,6,48,159,74,7.63,38.39,23.42,18.42
DT Christian,2011,Sunrisers Hyderabad,14,274,45.7,357,11,16,1,109,0,0,2,3,3,83,200,74,7.82,37.46,32.45,24.91
AC Thomas,2011,Pune Warriors,11,231,38.5,300,11,8,1,96,0,0,2,6,2,141,16,143,7.79,40.0,27.27,21.0
Shakib Al Hasan,2011,Kolkata Knight Riders,7,153,25.5,177,11,5,0,59,0,1,3,1,4,43,99,35,6.94,37.34,16.09,13.91
I Sharma,2011,Sunrisers Hyderabad,12,264,44.0,324,11,6,5,121,1,1,5,11,0,173,40,111,7.36,44.0,29.45,24.0
R Bhatia,2011,Kolkata Knight Riders,12,192,32.0,213,10,2,0,56,0,1,3,0,0,0,187,26,6.66,28.87,21.3,19.2
P Kumar,2011,Punjab Kings,13,276,46.0,353,10,7,0,137,0,0,2,6,2,236,73,44,7.67,48.41,35.3,27.6
WD Parnell,2011,Pune Warriors,8,176,29.3,222,10,8,0,75,0,1,4,3,7,114,32,76,7.57,40.76,22.2,17.6
A Singh,2011,Rajasthan Royals,9,171,28.5,222,10,4,0,75,0,1,3,3,6,111,52,59,7.79,42.86,22.2,17.1
SB Jakati,2011,Chennai Super Kings,14,265,44.2,338,10,3,1,80,0,0,2,0,0,11,285,42,7.65,29.74,33.8,26.5
SJ Srivastava,2011,Punjab Kings,6,120,20.0,187,9,7,1,49,0,0,2,1,5,80,61,46,9.35,38.28,20.78,13.33
CH Gayle,2011,Royal Challengers Bengaluru,12,216,36.0,262,9,7,2,80,0,1,3,1,4,41,151,70,7.28,35.56,29.11,24.0
AB Agarkar,2011,Delhi Capitals,7,162,27.0,236,9,2,0,46,0,0,2,0,4,21,119,96,8.74,28.05,26.22,18.0
Yuvraj Singh,2011,Pune Warriors,13,174,29.0,193,9,0,1,61,0,1,4,0,2,0,154,39,6.66,34.86,21.44,19.33
JH Kallis,2011,Kolkata Knight Riders,9,144,24.0,170,9,6,0,54,0,1,3,1,4,41,67,62,7.08,36.0,18.89,16.0
BA Bhatt,2011,Punjab Kings,8,167,27.8,233,9,5,0,55,0,1,4,3,2,68,94,71,8.37,31.98,25.89,18.56
RA Jadeja,2011,Kochi Tuskers Kerala,14,252,42.0,307,9,9,0,90,0,0,2,1,3,30,200,77,7.31,34.48,34.11,28.0
BJ Hodge,2011,Kochi Tuskers Kerala,4,66,11.0,77,8,1,0,28,1,1,5,0,1,0,74,3,7.0,41.79,9.63,8.25
B Lee,2011,Kolkata Knight Riders,12,272,45.3,349,8,10,2,108,0,0,2,1,6,176,15,158,7.7,38.03,43.63,34.0
S Randiv,2011,Chennai Super Kings,8,174,29.0,223,8,6,0,60,0,0,2,0,3,21,175,27,7.69,33.33,27.88,21.75
SR Watson,2011,Rajasthan Royals,10,216,36.0,248,8,9,1,78,0,2,3,4,4,94,79,75,6.89,34.51,31.0,27.0
JR Hopes,2011,Delhi Capitals,9,192,32.0,277,7,6,0,53,0,0,1,0,3,0,200,77,8.66,26.77,39.57,27.43
PC Valthaty,2011,Punjab Kings,9,145,24.2,191,7,2,0,43,0,1,4,0,2,0,160,31,7.9,29.25,27.29,20.71
MR Marsh,2011,Pune Warriors,5,85,14.2,102,7,1,0,25,0,1,4,0,5,26,51,25,7.2,29.07,14.57,12.14
J Botha,2011,Rajasthan Royals,10,216,36.0,242,7,3,0,81,0,1,3,3,3,92,118,32,6.72,36.99,34.57,30.86
AN Ahmed,2011,Mumbai Indians,6,120,20.0,178,7,7,1,40,0,1,3,3,4,76,69,33,8.9,31.25,25.43,17.14
S Sreesanth,2011,Kochi Tuskers Kerala,9,191,31.8,212,7,10,5,94,0,0,2,7,0,134,29,49,6.66,45.63,30.29,27.29
JE Taylor,2011,Pune Warriors,5,117,19.5,167,6,4,1,48,0,1,3,0,6,51,20,96,8.56,39.34,27.83,19.5
JD Unadkat,2011,Kolkata Knight Riders,6,108,18.0,151,6,3,0,40,0,0,2,2,2,72,39,40,8.39,36.04,25.17,18.0
DS Kulkarni,2011,Mumbai Indians,6,120,20.0,156,6,6,0,42,0,1,3,1,2,44,67,45,7.8,33.33,26.0,20.0
A Mithun,2011,Royal Challengers Bengaluru,12,204,34.0,325,6,9,8,67,0,0,2,0,4,45,189,91,9.56,30.32,54.17,34.0
DJ Bravo,2011,Chennai Super Kings,6,120,20.0,159,6,9,0,40,0,0,2,0,1,10,124,25,7.95,31.01,26.5,20.0
RE van der Merwe,2011,Delhi Capitals,4,89,14.8,94,6,2,0,36,0,1,3,0,3,14,69,11,6.34,39.56,15.67,14.83
SW Tait,2011,Rajasthan Royals,4,89,14.8,137,6,7,6,42,0,1,3,3,3,61,36,40,9.24,41.18,22.83,14.83
Bipul Sharma,2011,Punjab Kings,4,72,12.0,80,5,6,0,27,0,0,2,2,0,23,47,10,6.67,34.62,16.0,14.4
